sample,ME_mediumpurple3,ME_midnightblue,ME_lightyellow,ME_yellowgreen,ME_ivory,ME_sienna3,ME_tan,ME_orangered4,ME_skyblue3,ME_darkslateblue,ME_plum1,ME_red,ME_magenta,ME_purple,ME_royalblue,ME_darkgreen,ME_lightsteelblue1,ME_floralwhite,ME_lightcyan1,ME_brown,ME_cyan,ME_bisque4,ME_green,ME_darkolivegreen,ME_saddlebrown,ME_brown4,ME_darkorange,ME_darkmagenta,ME_blue,ME_turquoise,ME_steelblue,ME_greenyellow,ME_lightcyan,ME_yellow,ME_darkorange2,ME_pink,ME_darkgrey,ME_darkturquoise,ME_darkred,ME_paleturquoise,ME_black,ME_grey60,ME_grey,SITE,YEAR,TREE_ID,RGR,growth,Site,Year,Season
H173Fg30,0.003932414363528177,-0.08601417224510256,0.027969300721555016,0.05416503164804156,-0.08947047605475504,-0.027158072511410718,-0.014848592508170416,-0.1824524478176758,-0.20163633536721745,0.13221864668890218,-0.014487082109647938,-0.06201563576769232,-0.001482649932340454,0.03641846611597336,-0.02510647451815522,0.02558024082369886,-0.034445890874038626,0.0856950813889168,0.1272941256187224,0.12020764582538475,0.1310604969434762,0.1148015598002934,0.14793347083570335,0.06235206051763366,0.03890478265725991,-0.04790823649406454,-0.01775294362698661,0.027331885926859555,0.043636874063828227,0.03231131150753517,0.027690941074892426,0.033779260687139205,0.05035599589477249,0.03631866762884819,0.05733970563191052,0.06663744439388819,-0.08090543693067251,-0.03613883768192721,0.03677972175757085,0.0150270253251078,-0.0482964926331128,-0.008623489714604426,0.06062384762189534,HF,2017,281050,0.002839708,0.114597912,HF,2017,Fall
H173Fg32,-0.12195581956858313,-0.1784881977649671,0.0028229479174180206,-0.030177077849903547,-0.05283352723861073,-0.13428795286461528,-0.09879134389035277,-0.16845355010219162,-0.1890736564216578,-0.07968262318416404,-0.09689433420143417,-0.12578763898313558,-0.05224980259672961,0.02741257962503695,-0.08490236136756873,0.01825750556204975,-0.0962108244397173,0.0736224531855257,0.022870903382591193,0.10011576903193017,0.09200862014795103,0.02841790998220543,0.09490354431892249,-0.021049370523497226,0.04345163905073239,-0.11455038300611761,-0.09334270369032556,0.06210069782334265,-0.025706958780577265,0.008896289992530322,-0.014759543826173564,-0.013240549967202286,0.05563734496915971,-0.09136419934776038,-0.02061948065475194,0.01746126350535444,-0.13019557622849404,-0.10235146121485392,0.01935902130579118,-0.020466921254325688,-0.1271214592506242,-0.09806404902236494,0.020157273072787866,HF,2017,281525,2.77036e-4,0.010498748,HF,2017,Fall
H173Fg36,-0.05576154262262918,-0.22568618792471554,0.02345359453104056,0.10618197175579148,-0.11700685549267524,-0.042868762474581684,-0.0350472542246465,-0.05133673518797663,0.15244175747184252,0.008252984237590914,0.05142759808110144,-0.028650819999899317,-0.007490462204523982,0.057600270533653825,-0.014191797325204581,0.014657355581294855,-0.006327295987046001,0.10647100562674536,0.12284921093828417,0.17510432855742245,0.13934516636792973,0.09503489817834289,-0.0172617864364751,0.04521474665344941,0.10477215391354687,-0.06265378499730773,-0.05865508094604876,0.13899606397124947,0.04748874374244197,0.07837250237557804,0.10267929939116767,0.049256766637469106,0.003642004224270071,-0.07389976745895292,0.007649818666520808,0.029777215579959458,-0.16831702946937288,-0.03877683716410348,-0.0075672071959288646,5.703675336980622e-4,-0.10310817124169394,-0.06276403411350856,-0.16939800195393648,HF,2017,241504,0.004337798,0.078684675,HF,2017,Fall
H173Fg37,-0.009076881121451358,0.08797568263003576,-0.11092691233061955,0.0024489753562984226,-0.06258750616793084,0.011880926593553033,-0.04769411960721913,-0.010800396048351642,-0.09772935739381286,-0.12681671616104573,0.0015821619772589807,-0.0417586232722407,-0.09491345863376033,-0.038675202608417704,0.016129270070425226,-0.009247450189809993,-0.06587547396212322,0.07952423398377033,-0.09739160005336756,0.04093739295223843,0.09605280030434574,-0.004600621845222675,-0.029765142740332484,-0.04431871634143551,-0.033779631343432835,-0.1390948582523397,-0.02097125819108748,0.044609549331355296,0.036972234987820506,-0.06985721610307989,-0.03566759793347673,0.002815842744501281,-0.16411146212358335,-0.10756023556340108,0.1698042741934146,-0.04215070552514765,-0.12359704154348757,-0.07292254821856362,-0.03765464439558381,0.005577986266523132,-0.04374504006577247,-0.06294538387359946,-0.3021158652439207,HF,2017,220932,3.31343e-4,0.009875665,HF,2017,Fall
H173Fg38,-0.1594423041645326,-0.27559692034466343,0.08731350707165891,0.308150708355564,0.1900474585839778,-0.1207931021878405,-0.12387913267795812,-0.0503016600842137,0.01925390389934382,0.3170812164663896,-0.10673022809862165,-0.004192290390132656,0.014199762230645232,0.19125543871636316,-0.05392209590152214,4.642457509349137e-5,0.13574104098273554,0.32932061695994397,-0.027602212890886497,0.3575676813789342,-0.21432327275232588,-0.268861583341699,-0.08768136729337464,0.431040252618653,0.2637319612371188,0.3152737745577088,0.39153562392169233,0.24334162813526522,0.018737370109984244,0.13181495288914072,0.23624274679615892,0.0401363577554194,0.06522409876809762,-0.13998237362852298,-0.22050044086614543,-0.0740433890128261,-7.569889057262795e-4,0.2116947295134975,-0.4881765294866651,-0.51112606896827,-0.21666729711108534,-0.1869002979313163,-0.14824810739866043,HF,2017,211039,7.95138e-4,0.040090214,HF,2017,Fall
H173Fg42,-0.1293411995265778,-0.17025599736014904,-0.011062955775533847,0.026824233593909508,-0.21974414132035502,-0.09253743536627315,-0.08586463472086867,-0.12381937386427985,-0.16094186886407938,-0.11313407679735912,0.3096357292950018,-0.11475438654550343,-0.050477272431226024,0.017650400675252934,-0.15092142975439105,0.0382177946329347,-0.08159764337690463,0.07216962946436241,0.043954610084164736,0.11060055656979104,0.07462525688851224,0.028025616676536004,0.1078280436433982,-0.060808048723407955,0.10798765322978283,-0.0782231622979849,-0.13688309315616876,0.0269927819735526,-0.03289175413063293,0.007578923136351601,0.0446697061818178,0.0364756734335948,0.01064771347994533,-0.17106415949908624,0.09905129735852466,0.03817971362358648,-0.1495032019481125,-0.10627251946130017,-0.015316309404282597,0.014484672021626215,-0.14489643947068773,-0.11354169933296142,0.33884593469341107,HF,2017,331632,7.81569e-4,0.048633394,HF,2017,Fall
H173Fg43,0.10688063613217887,0.023739757638514266,0.04410497007931656,0.09714275644574424,0.03547325700167349,0.09413513610732124,0.06270069077215669,-0.1534274693859697,-0.11998675492745581,0.03187543848337252,-0.05480938700338011,0.059071363751682815,0.07819062623791653,0.09930103840209287,0.06604353835807705,0.046411595724080754,0.08801074350393608,0.12111571482467036,0.09040357580238281,0.15945013143186149,0.1934010078149782,0.045060260084884826,0.09333038542195903,0.14162301930593119,0.09996516674158941,0.08158298590501656,0.1924049576364024,0.09928725103211321,0.12439659154737397,0.10007308289519543,0.046624927927889824,0.08510061688293401,0.034577406686009275,0.14623521912373136,0.06387430811919824,0.08493878442397527,0.010775181425299646,0.08469643066101264,0.08685506374004964,0.08175693530266669,0.10446405652014498,0.06965182012260819,0.3399110714344454,HF,2017,321651,0.010753296,0.157859156,HF,2017,Fall
H173Fg45,-0.0181993922266208,-0.07821902091603104,-0.043255209762678014,0.040918105706624776,-0.09281621269621228,-0.07437173077231035,-0.01038163565230629,-0.07576141800790254,-0.06174790460987221,-0.012650588269957864,-0.025055173221544137,-0.08498748750834045,-0.04079565179288028,-0.012406572928331396,-0.06976306828258257,-0.028709597345054915,-0.048179711554534994,0.037857780794621196,0.1960665217539994,0.043800888831285106,0.09578090708490793,0.004805343030891327,0.017877559475238246,-0.040928621850640605,-0.03250453822838051,-0.11136861410207238,-0.06342576521945725,0.04575973221739406,-0.002212468720526242,0.013693055192788855,-0.012507042314331408,0.008467249455551407,-0.025021787726831207,0.05119010341342822,0.03672386226422607,-3.095219635717013e-4,-0.106002870234425,-0.054793418720028984,-0.020742607128968575,-0.001220117410822427,-0.08221142094964247,-0.030827133765359473,-0.1370591279202722,HF,2017,351005,0.008636464,0.102353942,HF,2017,Fall
H173Fg46,0.05435688588871133,-0.18356189725796124,0.06241163905619719,0.06324113635678436,0.007029745745899014,0.019034193203475193,0.06382413263424308,-0.15373395028050924,0.04382352078914893,-0.014708543797775595,-0.05410784025346055,0.03808810205841878,0.03121789428065339,0.08042140110673718,-0.003360847109575158,0.050827534658540514,0.013043139702534458,0.12436602816954649,0.13470831887687074,0.18461270890533454,0.11855373055007216,0.07905948424082093,0.07061428593294657,0.11808891602756336,0.05597090724927177,0.07951921153053643,0.0887963619934332,0.05444793626896891,0.1424351670940184,0.11368566907848743,0.060215101114195924,0.06843030352082413,0.047907496474189064,0.13950511687436656,0.08328482843856552,0.0650945095826007,-0.06630207065066149,0.03209757067491407,0.047613473312523774,0.04803074433542093,0.02959831867927601,0.04897094344205867,0.3226975641705101,HF,2017,341026,0.014778968,0.116131785,HF,2017,Fall
S173Fg02,0.044990941626485634,0.14327723255814717,-0.06084971685474928,-0.017172047442648573,0.05952489246435278,-0.02562578195460878,0.004337945004050287,0.1950403419178573,0.05995353856293996,-0.18296930270621198,0.05755879885377424,0.06195867381237078,-0.016061400807282772,-0.06304121321943765,0.11391451909798075,0.07467267881435134,0.1267896489016525,-0.04473841601481961,0.077383062304217,-0.13132778968382985,-0.03067808441550186,-0.0821053896424351,-0.13310534945009428,-0.015768642861448873,0.09637193650367402,-0.20268656603156707,0.17280905445663577,0.04763760240178881,0.005332698616767698,-0.007540594521868376,-0.06342822761901304,0.027475709085201264,-0.073519888965459,0.07269821458508739,0.13447915705293384,-0.022896192525843382,0.14225602366319876,0.09288921409073445,0.029312145896755494,0.0205386917439559,0.21127719835726774,0.11431145274925775,-0.11124464279004832,SERC,2017,130632,9.92e-5,0.00218306,SERC,2017,Fall
S173Fg03,0.07877642654496947,0.13929839866119936,0.012208323120494025,0.015167368791247776,0.045315980069162036,0.06663555984438994,0.05491232883629147,0.010421538166465388,0.1805288186574714,-0.13435439329503618,-0.03225759849600989,0.13716589078698738,0.11329308921082114,0.04138239653683921,0.10661401634077389,0.06246469335202043,0.06419118655420798,0.09426866270962732,0.13900628806662838,-0.0864043381844351,-0.029686550202588983,0.03935342788756004,-0.13040523871003004,0.02323261005263798,0.07004776425293734,0.0944236646292271,0.10837575368645391,0.1088028296026143,0.08985587035966804,0.07089207963895383,0.053935508428301186,0.0539854651078458,-0.07726928109986786,0.03877207404725238,-0.04155755810456265,0.07356302277579144,0.12570597072099648,0.12664125280843094,0.08354253800652192,0.08864061974726797,0.26744023207156437,0.14352663338682448,-0.12603824952642814,SERC,2017,140981,0.053608108,0.511960595,SERC,2017,Fall
S173Fg04,-0.03694890569041182,0.044413318034327826,-0.07381690095803091,-0.2628555443631474,0.07537755285976105,0.12857407458211637,-0.07841927354998604,0.3024473680367274,0.2747314836419705,-0.07037291249382706,0.08471974296787373,0.235042420527732,-0.4638288242495576,9.715814603557266e-4,0.22764888412491838,-0.4989632769328123,-0.026416058939340147,-0.3668176174974145,-0.29870978956351585,-0.2030261012550697,-0.07400641297451738,-0.26359411165446867,-0.2683212077059963,-0.2335162423713867,0.13446515766904488,0.31939920000890487,0.006343945193634898,0.3279241288719172,0.19297562462679052,-0.132978561016393,-0.011268643235520162,0.07475576504740132,0.04467710420751397,-0.2639364160788968,-0.38807298021939,-0.5007551957686049,0.18865202093596412,0.22711702959190166,0.042893930299298284,0.13402849916371487,-0.1758732818439289,0.46519536108473125,0.06478769430702676,SERC,2017,142546,0.023178461,0.25218234,SERC,2017,Fall
S173Fg05,0.472716497713986,0.14521324049131876,-0.577200327858122,-0.33691298577337003,-0.4045583269417281,-0.5666548886774176,-0.20738239382766926,0.1820503982690662,-0.3007843698113152,-0.21361570114377398,-0.15162793831371477,0.2816418135834158,0.42569902434855983,0.3950780184986525,0.38799640650839434,0.3829701671211469,0.21288780230729257,-0.34304235815276557,-0.3581402295982234,-0.1896227873023159,-0.26081375884835645,-0.30716996685839265,-0.2619899432929421,-0.2570856375214413,-0.3348303207488745,-0.32310121877167713,-0.2931958252528904,-0.3571224200174062,-0.44389138807239564,-0.5179117507355295,-0.4895658760549212,-0.5290149866629951,-0.5706474976650121,-0.3232115290932948,-0.42000355798986244,-0.5198344156220377,0.05983532766795083,-0.504802344253643,-0.4861401963826498,-0.31783219466160667,-0.23514840568564796,-0.29815649202856626,0.1989537929123152,SERC,2017,150147,0.012073554,0.33007164,SERC,2017,Fall
S173Fg06,0.11378134622349703,0.03495993892672246,0.08405712464723414,0.05648377954370783,0.1751547146308771,0.10473429035855844,0.08211788418216394,0.047175286792300944,0.05668365101708758,0.019994214561428598,-0.0636274229839519,0.09192122840368508,0.12453839255062663,0.09922305141617424,0.12563410469899108,0.0731452146834674,0.10277251650796003,0.07682494772346278,0.1572181469157707,0.003809442753718297,0.01384946294163348,0.05350432097584369,0.030017361537579314,0.17168836685066668,0.13576444556258316,0.1498126491433438,0.1881306508549835,0.12636133011511463,0.1607239206115551,0.12001131221859805,0.08657779126945846,0.0874302019278959,0.06656271225367467,0.1819808950611639,0.014919544532486563,0.08902014536785392,0.12628863745096422,0.14983208589030494,0.10291499214726398,0.10535489257791135,0.188469885449268,0.22479972524584685,-0.08811537107415583,SERC,2017,160234,0.031730028,0.228079299,SERC,2017,Fall
S173Fg07,-0.3741832976521534,0.2297238302627212,-0.5408040069163755,-0.2368452245533018,0.22699863387862382,0.05053112958899033,-0.11376557897499476,-0.053246173792820435,-0.1081419431520668,-0.23144933733691225,-0.11184726276865681,-0.4829999641769807,-0.43916548648249937,-0.48953012542471774,0.2141580435109029,0.20605609356333326,0.10877946472893713,-0.20557360730381713,-0.16857188695073244,-0.2412817187425299,-0.18702244609694266,-0.30198826597065687,-0.18383490794415214,0.09192786916174733,-0.29815881880772804,-0.2570685707953243,-0.24691130276190146,-0.3086688765605741,-0.35650453558906925,-0.47745434944141046,0.2827856914790343,0.22662191058153064,0.24927376540865606,0.5041880574493349,0.14036864276485778,0.20908657631377472,0.26188335706646587,0.2583231569362889,0.2015490131880643,-0.45218858358170805,-0.1846709841412424,-0.19020943272482219,-0.021847227737791495,SERC,2017,43245,0.021575559,0.46197039,SERC,2017,Fall
S173Fg08,0.5797611605070865,0.43207225308602176,0.48386706601637425,0.5178047105864308,0.3904378152163954,0.4695517991219191,0.8831542250286807,-0.12670854233940873,-0.31510193942477094,-0.25668777754840644,-0.2039860594722297,-0.5725305636632313,-0.5024776423561643,-0.5579138796296191,-0.5253453641963417,-0.5866075200370671,-0.6187659680930757,-0.29252375108785256,-0.36108475799188594,-0.2954168070242103,-0.2861863252876468,-0.3091316413207136,-0.31655060563386567,-0.33289086427914066,-0.39175474288733886,-0.33151787786574927,-0.2908089881808729,-0.37196227479196053,-0.46231789798502687,-0.5424941385307674,-0.5104206462651475,-0.5473953603078955,-0.6043743929159295,-0.3506382383179056,-0.4172665359929313,-0.5647349761452075,-0.6077295431804784,-0.5218029268876541,-0.5503010888259975,-0.48881077948112345,-0.29054194207482337,-0.3122583062097184,0.3143386263794132,SERC,2017,43247,-0.197717799,-1.2630024,SERC,2017,Fall
S173Fg10,0.14810294018307585,0.08536766247754742,0.10848263847542222,7.721511067055691e-4,0.23197851309242698,0.11677172283281273,0.11216260154072774,0.1845635917536163,0.09966858702473953,-0.005520036872421276,-0.05594895896537427,0.14058775288261666,0.16218048580051295,0.1412860915425741,0.1505953541616391,0.15932871094670167,0.1436665532888563,0.1143028905276483,-0.0039108149302202085,6.697540651608656e-4,0.05669715161464776,0.10687321940171984,0.09712332441255075,0.2112874471360583,0.08677370069323845,0.20023939767824503,0.2622739018148712,0.0591111034518,0.16024308773293228,0.13850143327820716,0.08331773198434689,0.11868362231127286,0.10049143332056706,0.19416744084329404,0.10160548384083837,0.1137442964315722,0.19030568399463316,0.1776129979219553,0.1506588172439122,0.13321372786033245,0.1655122268094645,0.23078997175479235,-0.07077733220118135,SERC,2017,43420,0.001760353,0.15364582,SERC,2017,Fall
S173Fg18,-5.010719773898317e-4,0.18374772450063737,-0.01239582595907021,0.051853030737941015,0.03417335634256021,0.1040863273187196,-0.026477600602832975,0.3520055768261517,0.29632762562095605,-0.163951880258592,0.09460166796337582,0.07400880587906246,0.0677354301516202,-0.029040538136118434,0.11632412435505088,0.016956524508988654,0.03141803151141258,-0.09253040719459715,-0.03558731575250673,-0.13560785844088666,-0.15313440028742098,0.03205987694001971,-0.17083305298760793,-0.05148197327174823,-0.10874911091637242,0.20320971819684877,0.1977347137447314,0.062489514903035615,0.0018232093546412416,0.07768086956036085,0.10057355309528401,-0.005391684991046078,-0.196084512908258,0.021638653238775504,-0.006101216530097211,0.07776355841718571,0.12955227866531394,0.06736922814655776,0.09896549864810601,0.08335224425885215,0.20877821455623918,0.08536366782885481,-0.11651134701445152,SERC,2017,80469,0.007559258,0.04228561,SERC,2017,Fall
S173Fg20,0.11887382978365983,0.07381434850754663,0.04926524934067736,0.011003180019947099,0.10566859774444143,0.062348737251834416,0.057037575090987926,0.13581990394670926,0.062983280431954,-0.052225000721474624,-0.09065967210198513,0.041448670425013885,0.08598245064832666,0.052879890287957525,0.09627269817060195,0.09952370447868303,0.08767703841877646,0.08803631751625174,0.07544344468094046,-0.06679489586739454,-0.04684386231218069,-0.0704643822175785,0.02019092814362598,0.07688660711611148,-0.017203288927173044,0.049529813488708004,0.08094735729894893,0.013303693806611028,0.06484531914006762,0.045052194671090263,-0.006376603122156195,0.0776864675940641,0.04976423302623704,0.10612880624639337,0.14617368765867295,0.07174539844930602,0.12644334872738452,0.09799024672464308,0.09835114792018279,0.12799012668872167,0.07470511922092704,0.08094814926586374,-0.04106852651984756,SERC,2017,40756,0.00108798,0.08246182,SERC,2017,Fall
